微博ID,用户id,用户昵称,微博链接,是否为原创微博,内容,转发理由,原始用户,发布位置,发布时间,信息采集时间,关键词,发布工具,转发数,评论数,点赞数
IzXRdCvzt,5347942211,糖丝金奶猴,weibo.cn/5347942211/IzXRdCvzt,True,不懂就问最近坐地铁不要紧吧 郑州  显示地图 ,/,/,无,2020-03-23 19:03,2020/03/23 19:04:08,地铁,HUAWEI Mate 30 5G,0,0,0
IzXR5Do4l,5543503159,清酒和长安,weibo.cn/5543503159/IzXR5Do4l,True,#青岛租房[超话]#机不可失失不再来走过路过不要错过_(:з」∠)_错埠岭地铁站旁错埠岭四小区三楼南卧出租家具齐全，热水器冰箱洗衣机空调都有价格也美丽！！！本人事少作息规律好说话找一个事也少的姐妹一起住年龄最好二十五岁以下，这样聊天话题比较多！！！  [组图共5张] 原图 ,/,/,无,2020-03-23 19:03,2020/03/23 19:04:08,地铁,青岛租房超话,0,0,0
IzXR2Fve0,6867211993,郭郭郭QiuYan,weibo.cn/6867211993/IzXR2Fve0,False,#蜡笔小新# 太爽了！小新坐地铁，把地铁里不文明的人全都讽刺了一遍 蜡笔小新那些事儿的微博视频  ,转发微博  ,蜡笔小新那些事儿,无,2020-03-23 19:03,2020/03/23 19:04:08,地铁,小米8周年旗舰手机,0,0,0
IzXRtAlBF,3313774420,查某人的心08,weibo.cn/3313774420/IzXRtAlBF,False,"带口罩的三名中国人被白人种族主义者轰出地铁的时候, 同一车厢的人做出了什么反应 ？ 默认&制止 ？ 我翻译了这个结果让人非常意外的社会调查 👇🏼  云登_十尼贝格的微博视频 比利时·布鲁塞尔  ",转发  ,云登_十尼贝格,无,2020-03-23 19:03,2020/03/23 19:04:40,地铁,iPhone客户端,0,0,0
IzXRi2p6R,2248200494,万卉Dovey,weibo.cn/2248200494/IzXRi2p6R,False,人之间交流要遵循罗伯特议事规则，有什么说什么，对事不对人。我说某币是垃圾，你过来骂我也是个垃圾就违反规则了，这很明显就是“解决不了问题就解决提出问题的人”的错误做法，请不要成为你自己都厌恶的那种人  ,现在在推上的情况是，只要说中国一点好，譬如我发个广州地铁三号线人流恢复，或者三里屯活力重现之类的图，都要被5美分和各种攻击“中国凭什么好起来“。不要说规则，被仇恨蒙蔽双眼的时候怎么样都是可更可耻的，利益导向的商业撕逼撕逼如此，被地缘政治煽动起来的国恨更是如此。  ,TumbleBit,无,2020-03-23 19:03,2020/03/23 19:04:40,地铁,微博国际版,0,0,0
IzXRGitcj,1798632367,Leo__聪,weibo.cn/1798632367/IzXRGitcj,True,#深圳租房# 横岗地铁站信义御城次卧990元/月可以免押金 ，可提前7天预订室友室友都是漂亮小姐姐，好相处小区环境优美房间落地窗视野和光线都很好 Leo__聪的微博视频  ,/,/,无,2020-03-23 19:04,2020/03/23 19:05:13,地铁,荣耀8X,0,0,0
IzXRFp7Oh,5024334426,救我狗命一点点,weibo.cn/5024334426/IzXRFp7Oh,False,有人给塞尔维亚总统武契奇开通了超话，还给总统发私信，这合适吗  [组图共6张] 原图 ,好恶心啊……//@SaSaLand :地铁 老人 看手机//@大本本初 :脑子还有么？？//@一颗眠花 :饭圈毒化了你脑子么？//@超烦豆先森 :…………………………什么都要饭圈化，到底什么毛病啊？？？？//@烤翅梦见所有tony都在床上 : ？？？//@阿伟就爱小尖尖 :？？？？？//@快递员吴彦祖 :不合适，不要这样。  ,八组兔区爆料,无,2020-03-23 19:04,2020/03/23 19:05:13,地铁,微博国际版,0,0,0
IzXRDjtkP,1842077635,灿灿RF,weibo.cn/1842077635/IzXRDjtkP,False,小新坐地铁，把地铁里不文明的人全都讽刺了一遍（by蜡笔小新那些事儿）蜡笔小新那些事儿的微博视频  ,转发微博  ,北京人不知道的北京事儿,无,2020-03-23 19:04,2020/03/23 19:05:13,地铁,iPhone客户端,0,0,0
IzXRC8inC,2957674630,魔法丧女Kirara,weibo.cn/2957674630/IzXRC8inC,False,韩国N号房事件——韩国好乱好恐怖啊，财阀控制的社会好乱，韩国男的好恶心浆果儿事件——我们凭什么和🐔共同体你脑子被几把控制住了知道吗  ,//@人间有味再寻欢://@驱逐bot:商场电梯地铁偷拍，厕所偷拍，酒店偷拍，总有一款适合你//@喵是哈士奇 :呵呵//@全村最聪慧 :天真国女不会以为这二十六万里面没有中国男人吧？我劝你在跟浆果儿割席之前先上黄网中国板块里面看看有没有你  ,全村最聪慧,无,2020-03-23 19:04,2020/03/23 19:05:13,地铁,HUAWEI P20 Pro,0,0,0
IzXRC7pYs,5544889123,我是拉雷nico,weibo.cn/5544889123/IzXRC7pYs,True,在地铁上忍住不打喷嚏很难受啊  ,/,/,无,2020-03-23 19:04,2020/03/23 19:05:13,地铁,iPhone客户端,0,0,0
IzXRBwE3b,6975586297,石家庄长安万达广场,weibo.cn/6975586297/IzXRBwE3b,True,┏  💎 石家庄长安万达广场 💎 ┓  🎊周二Go开心  陪“半”有一套🎊   🥙蓝色星期二 明日强势回归🎬┗💋全家欢乐场 定义心生活💋┛地址：地铁一号线谈固站A出口🚇 石家庄·石家庄长安万达广场  显示地图 原图 ,/,/,无,2020-03-23 19:04,2020/03/23 19:05:13,地铁,iPhone客户端,0,0,0
IzXRB04bG,5217489571,Sunshine春芽,weibo.cn/5217489571/IzXRB04bG,True,#上海租房[超话]##上海租房超话# 2号线威宁路地铁站近500米左右，三户合租，另外两户都是女生，朝南大单间3290，电梯房哦  [组图共5张] 原图 ,/,/,无,2020-03-23 19:04,2020/03/23 19:05:13,地铁,上海租房超话,0,0,0
IzXRAnKW0,7110514130,北极星环岛夜游,weibo.cn/7110514130/IzXRAnKW0,False,我 失 语 了  [组图共9张] 原图 ,（）了//@·煙燻茶· :感谢现在还隔离在家哇这种程度在公交地铁上都不好意思打开吧蒙眼/调教/控制。。我的西樱强制爱之梦圆满了。。我今天就能飞升圆寂了  ,深海白玫瑰,无,2020-03-23 19:04,2020/03/23 19:05:13,地铁,微博国际版,0,0,0
IzXS79vAi,5615267655,我是糖豆腐,weibo.cn/5615267655/IzXS79vAi,False,韩国N号房事件——韩国好乱好恐怖啊，财阀控制的社会好乱，韩国男的好恶心浆果儿事件——我们凭什么和🐔共同体你脑子被几把控制住了知道吗  ,//@人间有味再寻欢://@驱逐bot:商场电梯地铁偷拍，厕所偷拍，酒店偷拍，总有一款适合你//@喵是哈士奇 :呵呵//@全村最聪慧 :天真国女不会以为这二十六万里面没有中国男人吧？我劝你在跟浆果儿割席之前先上黄网中国板块里面看看有没有你  ,全村最聪慧,无,2020-03-23 19:05,2020/03/23 19:06:24,地铁,nova5Pro人像超级夜景,0,0,0
IzXS57iRq,1470966751,蟹蟹座的vivi,weibo.cn/1470966751/IzXS57iRq,False,小新坐地铁，把地铁里不文明的人全都讽刺了一遍（by蜡笔小新那些事儿）蜡笔小新那些事儿的微博视频  ,转发微博  ,北京人不知道的北京事儿,无,2020-03-23 19:05,2020/03/23 19:06:24,地铁,moonlight iPhone X,0,0,0
IzXS3lLoz,2853468784,深圳交通,weibo.cn/2853468784/IzXS3lLoz,True,【草埔地铁站的“黑车”又冒头了？没门！】近日，执法人员在执法中发现一辆车牌为川S6****的小轿车形迹可疑，执法人员要求司机现场出示道路运输证，然而司机拿不出来。经调查，执法人员认为司机违反了《中华人民共和国道路运输条例》，未取得道路客运经营许可，擅自从事道路客运经营，依照该条例予以罚款3万元的处罚，开具了违法行为通知书，并暂扣车辆。#深圳交通执法# [组图共2张] 原图 ,/,/,无,2020-03-23 19:05,2020/03/23 19:06:24,地铁,微博 weibo.com,0,0,0
IzXRYCdDM,6351898066,一朵芸豆,weibo.cn/6351898066/IzXRYCdDM,True,地铁上有三个人在外放看鬓边不是海棠红，车厢里一时间充满了咿咿呀呀的夕阳红氛围  ,/,/,无,2020-03-23 19:05,2020/03/23 19:06:24,地铁,无,0,0,0
IzXRXpNhK,2618641920,BALI-i,weibo.cn/2618641920/IzXRXpNhK,True,地铁这玩意儿真的好快哦 我以前都在干嘛呀 在路上堵的天荒地老  原图 ,/,/,无,2020-03-23 19:05,2020/03/23 19:06:24,地铁,iPhone X,0,0,0
IzXRTyIn0,3802138528,貘野,weibo.cn/3802138528/IzXRTyIn0,True,#杭州租房[超话]##杭州滨江租房[超话]##杭州租房小孟[超话]#【限妹子不带异性回来】滨和路地铁口东方郡小区，室友们换工作搬走了，找两个妹子合租，这周末就能搬朝南落地窗主卧2100，朝北飘窗次卧1850，和房东直接签的，房子虽然是loft但原户型完全独立空间，不像一些奇怪的loft是隔开的。水电煤物业费网费民用平摊。找作息正常稳定工作爱干净的妹子，能一起维护公共区域卫生～宠物自己打理好卫生不弄坏家具就行。厨房有烤箱可以用～ [组图共6张] 原图 ,/,/,无,2020-03-23 19:05,2020/03/23 19:06:24,地铁,杭州租房超话,0,0,0
IzXRRwuGw,1181857022,许凯无话,weibo.cn/1181857022/IzXRRwuGw,True,楼下的樱花开了，很艳。陆陆续续有赏花人，也有部分没戴口罩。坐在办公室，还是觉得有些不真实。欧美的疫情仍在蔓延，武汉据说已在给地铁和公交车消毒准备恢复，上海在严防境外输入。除了人少些，陆家嘴好似没有太大变化，像是春来得早，人们更加慵懒。瘟疫让一切在悄然变化吗？网络上充斥着指责和争吵。经济增幅不指望重现过去的历史了，世界会加剧隔阂吗，全球化又会有哪些走向，疫情过后，地球村的人们还能心平气和地坐在一起谈生意谈未来吗？这些，都是些有意思的思考话题，也是值得思考不应回避的话题。 原图 ,/,/,无,2020-03-23 19:05,2020/03/23 19:06:24,地铁,微博 weibo.com,0,0,0
IzXRQj6LQ,6585505299,柒柒是你的名字,weibo.cn/6585505299/IzXRQj6LQ,True,我实在不行了头笑掉🤣🤣🤣🤣🤣🤣🤣所以说大家坐地铁还是注意站姿吧哈哈哈哈哈哈哈哈哈哈 柒柒是你的名字的微博视频  ,/,/,无,2020-03-23 19:05,2020/03/23 19:06:24,地铁,aiRayRay的Android,0,0,0
IzXROw593,6072390271,婷美me,weibo.cn/6072390271/IzXROw593,True,军运会的时候刚好在武汉 当时进出高铁地铁都很严格 还以为是12月底才出现的病毒 美国有问题的那五个人被接走后到现在都找不到 不是刻意隐瞒 怎么会人间蒸发 仅仅是动物病毒 应该很快锁定了 人为的才难以破解 幸亏祖国强大 有能力去面对 控制和扭转 在慢慢恢复正常的日子里 真相希望也能今早公布出来 不要再让蝙蝠背锅了 其次武汉人才无辜 幸运同年的九月河南举办了少数民族运动会 如果当时定在这 郑州这个城怕是要遭殃了 再加上地域黑 怕是会被骂死 #专家称疫情去年11月或已在意大利流行# ,/,/,无,2020-03-23 19:05,2020/03/23 19:06:24,地铁,iPhone客户端,0,0,0
IzXROi5hj,5000427548,YANGLC0909,weibo.cn/5000427548/IzXROi5hj,True,#广州天河租房[超话]#六号线柯木塱地铁站附近，采光好家私齐全拎包入住，随时可看房 YANGLC0909的微博视频  ,/,/,无,2020-03-23 19:05,2020/03/23 19:06:24,地铁,广州天河租房超话,0,0,0
IzXSqoDHS,7336421500,-前女友_,weibo.cn/7336421500/IzXSqoDHS,True,我这人有个毛病，就是心情不好就会坐错公车，坐反方向地铁。刚才老徐打电话给我问我是不是又坐错了。  ,/,/,无,2020-03-23 19:06,2020/03/23 19:07:04,地铁,短短的iPhone 8 Plus,0,0,0
IzXSqmXzo,2187704677,布阿布阿布阿布,weibo.cn/2187704677/IzXSqmXzo,False,伦敦地铁减少运行线路之后……变得更挤了…… #英国疫情#  [组图共6张] 原图 ,#全球疫情# #英国疫情# #伦敦地铁#   ,英国那些事儿,无,2020-03-23 19:06,2020/03/23 19:07:04,地铁,OnePlus 6T,0,0,0
IzXSmfHWq,5717767800,南昌城玩观,weibo.cn/5717767800/IzXSmfHWq,True,红谷滩CBD七点钟办公景象！我在这里看见中国红～@江南都市报 @南昌晚报 @南昌高楼迷 @cola的商业观察 @南昌地铁 南昌  显示地图 [组图共5张] 原图 ,/,/,@南昌地铁,2020-03-23 19:06,2020/03/23 19:07:04,地铁,iPhone客户端,0,0,0
IzXSjACO2,1814132060,Ivan-HanH,weibo.cn/1814132060/IzXSjACO2,True,#西安合租房[超话]#本人在鱼化寨地铁口有套两室一厅房子，水电，宽带，洗衣机，电视，厨卫齐全，一个人住，经常出差，为节约资源，出租一室，可选择主卧次卧！这几天在兰州出差！ 兰州  显示地图 ,/,/,#西安合租房[超话]#,2020-03-23 19:06,2020/03/23 19:07:04,地铁,西安合租房超话,0,0,0
IzXSj1eIY,2298174153,抠屎的猫,weibo.cn/2298174153/IzXSj1eIY,True,秀厢市场有单间配套出租 冰箱 书桌  床 衣柜 洗衣机……❤️采光是真的好！！❗️有电梯（2个）❗️有物业 水费物业费电费在物业交❗️楼下有菜市 便民一条街 ❗️有地铁2号线❗️楼层刷卡，有24小时监控❗️住着同一层不是铁路就是地铁的工作人员‼️重点！！！房东好！！！也有维修师傅，收金合理想了解➕我vx http://t.cn/RyhYBYM 显示地图 [组图共3张] 原图 ,/,/,http://t.cn/RyhYBYM,2020-03-23 19:06,2020/03/23 19:07:04,地铁,iPhone客户端,0,0,0
IzXSiqD1x,5894812053,武汉新闻快递员,weibo.cn/5894812053/IzXSiqD1x,False,武汉地铁：（3月24日）开始全体按照正常作息时间上班，请未返汉人员尽快返汉，今天晚上各班组开始安排人员值班，排值班表，今天7:00-16:00地铁跑车，安装红外测温装置的人员注意可以乘坐（8号线和蔡甸线暂时不开通）。未开通线路人员也要上班，除处理本工班范围事情，按车间统一安排工作。下沉社区人员可以从今晚开始撤离。#武汉日记# 武汉地铁复工。 [组图共2张] 原图 ,信不信自己判断，五小时前，武汉地铁运营否认目前已确定运营时间。  ,武汉健康码,无,2020-03-23 19:06,2020/03/23 19:07:04,地铁,魅族16sPro旗舰手机,0,0,0
IzXSi8VDr,6493765492,大理旅行,weibo.cn/6493765492/IzXSi8VDr,True,地铁里的昆明人，都是“防疫模范生”！  [组图共9张] 原图 ,/,/,无,2020-03-23 19:06,2020/03/23 19:07:04,地铁,iPhone客户端,0,0,0
IzXSdokgn,5834673284,Nobu军团进击中,weibo.cn/5834673284/IzXSdokgn,False,韩国N号房事件——韩国好乱好恐怖啊，财阀控制的社会好乱，韩国男的好恶心浆果儿事件——我们凭什么和🐔共同体你脑子被几把控制住了知道吗  ,为什么中国男孩也要跟着反对韩国政府公布名单呢？//@人间有味再寻欢 ://@驱逐bot :商场电梯地铁偷拍，厕所偷拍，酒店偷拍，总有一款适合你//@喵是哈士奇 :呵呵//@全村最聪慧 :天真国女不会以为这二十六万里面没有中国男人吧？我劝你在跟浆果儿割席之前先上黄网中国板块里面看看有没有你  ,全村最聪慧,无,2020-03-23 19:06,2020/03/23 19:07:04,地铁,微博国际版,0,0,0
IzXSGlS3i,1936958551,王木愚,weibo.cn/1936958551/IzXSGlS3i,False,"带口罩的三名中国人被白人种族主义者轰出地铁的时候, 同一车厢的人做出了什么反应 ？ 默认&制止 ？ 我翻译了这个结果让人非常意外的社会调查 👇🏼  云登_十尼贝格的微博视频 比利时·布鲁塞尔  ",//@刘海龙:看到一段评论：“武汉人在武汉的时候，你喊武汉人加油，武汉人在你面前的时候，你让他滚。护士在武汉的时候，你说她是白衣天使，白衣天使回自己家了，你扔垃圾报警阻止她进入小区。”善待身边的更难，可惜我们从来不把口号和自己的言行联系起来考虑。比利时的这些普通乘客的反应值得我们反思  ,云登_十尼贝格,无,2020-03-23 19:06,2020/03/23 19:07:41,地铁,iPad mini4,0,0,0
IzXSCazMd,3201997122,啊啦吾斯锦鲤阿福吖,weibo.cn/3201997122/IzXSCazMd,True,#苏州租房#离职超低价转让：1号线中央公园站都市花园小区，次卧，距离地铁站3分钟，小区门口是商场和公园，很方便。需要的话，小窗口看图和问价！无中介！！！不接受议价，因为很急，房租真的超级优惠！！！（我自己赔钱转租）  ,/,/,无,2020-03-23 19:06,2020/03/23 19:07:41,地铁,iPhone客户端,0,0,0
IzXSB1SxH,6264303005,Waaasabi-全场最辣,weibo.cn/6264303005/IzXSB1SxH,False,韩国N号房事件——韩国好乱好恐怖啊，财阀控制的社会好乱，韩国男的好恶心浆果儿事件——我们凭什么和🐔共同体你脑子被几把控制住了知道吗  ,//@牙牙爱米粒 ://@驱逐bot :商场电梯地铁偷拍，厕所偷拍，酒店偷拍，总有一款适合你//@喵是哈士奇 :呵呵//@全村最聪慧 :天真国女不会以为这二十六万里面没有中国男人吧？我劝你在跟浆果儿割席之前先上黄网中国板块里面看看有没有你  ,全村最聪慧,无,2020-03-23 19:06,2020/03/23 19:07:41,地铁,微博国际版,0,0,0
IzXSyEoiP,5000427548,YANGLC0909,weibo.cn/5000427548/IzXSyEoiP,True,#广州租房联盟[超话]#六号线柯木塱站大单间采光好，家私齐全拎包入住，近地铁 YANGLC0909的微博视频  ,/,/,无,2020-03-23 19:06,2020/03/23 19:07:41,地铁,广州租房联盟超话,0,0,0
IzXSxr0ik,5531589108,美羊羊日记本,weibo.cn/5531589108/IzXSxr0ik,True,看豆瓣该贴又开始回忆当年~以前好喜欢珠峰喵跟骚受哦（并且觉得极其好磕骚受有个系列是魔都地铁啥啥的翻来覆去看了好几次，唉:-(  原图 ,/,/,无,2020-03-23 19:06,2020/03/23 19:07:41,地铁,∪•ω•∪Android,0,0,0
IzXSuvoO2,5130887099,炒码盖扎蛋,weibo.cn/5130887099/IzXSuvoO2,True,#长沙租房[超话]# 芙蓉区嘉雨路马王堆 附近生活设施齐全，楼下公交车站，一公里地铁站 三室两厅 可做宿舍可合租#长沙租房# @长沙租房客 长沙  显示地图 [组图共9张] 原图 ,/,/,@长沙租房客,2020-03-23 19:06,2020/03/23 19:07:41,地铁,iPhone客户端,0,0,0
IzXStjJmu,3176769382,就你肉多,weibo.cn/3176769382/IzXStjJmu,False,小新坐地铁，把地铁里不文明的人全都讽刺了一遍（by蜡笔小新那些事儿）蜡笔小新那些事儿的微博视频  ,转发微博  ,北京人不知道的北京事儿,无,2020-03-23 19:06,2020/03/23 19:07:41,地铁,iPhone客户端,0,0,0
IzXSVngLV,6041052201,萌小鹅Mm,weibo.cn/6041052201/IzXSVngLV,True,#你和你对象最满意的合照#去天津玩在地铁🚇 等车的时候拍的@May_五_月  原图 ,/,/,无,2020-03-23 19:07,2020/03/23 19:08:15,地铁,小萌子のAndroid,0,0,0
IzXSTD3IC,3893635439,青浦刘德华,weibo.cn/3893635439/IzXSTD3IC,True,#边伯贤为N号房事件发声#  在地铁上看到这条热搜 忐忑的点进去，看到他公开身份为这件事情发声我真的一时说不出话....希望勇敢善良正义的人永远都不会被辜负再看到P2图，回想自己已经好多年没有去关注他，未来的人很重要，但过去陪伴你的人依然重要，还是那个闪闪发光咧着四方嘴的边伯贤  [组图共2张] 原图 ,/,/,无,2020-03-23 19:07,2020/03/23 19:08:15,地铁,iPhone客户端,0,0,0
IzXSSt0qI,3613360891,猫猫塔罗斯,weibo.cn/3613360891/IzXSSt0qI,False,NYC vibes. 🕺 FuckYep的微博视频  ,太强了吧//@鞋吧Sneakersbar:真让我在地铁里撞见，可能我直接换车厢了//@thevvvn: //@秘制五花肉: 轉發微博  ,FuckYep,无,2020-03-23 19:07,2020/03/23 19:08:15,地铁,iPhone客户端,0,0,0
IzXSSsZJK,6357181620,小孙可爱要满分,weibo.cn/6357181620/IzXSSsZJK,True,地铁上看到一个大哥，取下了口罩看起了手机…有一说一，他取下口罩的一瞬间我慌了  原图 ,/,/,无,2020-03-23 19:07,2020/03/23 19:08:15,地铁,iPhone客户端,0,0,0
IzXSSrWy2,1916359087,神楽ww,weibo.cn/1916359087/IzXSSrWy2,True,地铁上捉到一看注会的阿姐  原图 ,/,/,无,2020-03-23 19:07,2020/03/23 19:08:15,地铁,无,0,0,0
IzXSNrEMd,1758260591,little_tea_ball,weibo.cn/1758260591/IzXSNrEMd,False,有人给塞尔维亚总统武契奇开通了超话，还给总统发私信，这合适吗  [组图共6张] 原图 ,//@SaSaLand: 地铁 老人 看手机//@大本本初:脑子还有么？？//@一颗眠花:饭圈毒化了你脑子么？//@超烦豆先森:…………………………什么都要饭圈化，到底什么毛病啊？？？？//@烤翅梦见所有tony都在床上: ？？？//@阿伟就爱小尖尖:？？？？？//@快递员吴彦祖 :不合适，不要这样。  ,八组兔区爆料,无,2020-03-23 19:07,2020/03/23 19:08:15,地铁,微博 weibo.com,0,0,0
IzXSNa179,2809880523,michane,weibo.cn/2809880523/IzXSNa179,False,小新坐地铁，把地铁里不文明的人全都讽刺了一遍（by蜡笔小新那些事儿）蜡笔小新那些事儿的微博视频  ,转发微博  ,北京人不知道的北京事儿,无,2020-03-23 19:07,2020/03/23 19:08:15,地铁,iPhone客户端,0,0,0
IzXSN8WRU,2510393957,小赤佬逆袭,weibo.cn/2510393957/IzXSN8WRU,True,#宁波租房[超话]#海曙西门口附近新芝路15弄25号 公寓单间，独门独户，有窗户，有热水器，有WiFi，可做饭，大厅可放电瓶车可充电，公共晒衣服，公共洗衣机，1000/月，押一付三，公交直达西门口地铁站，鼓楼，天一，宁波火车站，房东人很好，会把大厅打扫很干净。具体联系13136351570 @爱上宁波租房 @阿拉宁波租房 @宁波市租房在线 @宁波帮帮团 @宁波租房 @宁波租房在线@西门町吃在宁波 http://t.cn/Evk4evd 显示地图 [组图共4张] 原图 ,/,/,http://t.cn/Evk4evd,2020-03-23 19:07,2020/03/23 19:08:15,地铁,宁波租房超话,0,0,0
IzXSJ25AC,5366682791,Y-Ya-Yao,weibo.cn/5366682791/IzXSJ25AC,True,我觉得我有被迫害妄想症总感觉哪个大叔在偷看我这是为啥我以前一直穿裤子挤公交坐地铁的原因 南昌  显示地图 原图 ,/,/,无,2020-03-23 19:07,2020/03/23 19:08:15,地铁,iPhone客户端,0,0,0
IzXSIpkBm,2419002192,帕罗嘻汀,weibo.cn/2419002192/IzXSIpkBm,True,/这几天的快乐/今天的故事叫：我和一只烤鸡p1我在超市买了一只烤鸡 它看上去很香p2我带它坐地铁回家 还给了它一个座位p3我和烤鸡一起看夕阳祝看到这条微博的小朋友都能吃上香喷喷的烤鸡  [组图共3张] 原图 ,/,/,无,2020-03-23 19:07,2020/03/23 19:08:15,地铁,🍗🎀iPhone客户端,0,0,0
IzXT9jV6G,2260176877,爱_唐唐,weibo.cn/2260176877/IzXT9jV6G,False,#蜡笔小新# 太爽了！小新坐地铁，把地铁里不文明的人全都讽刺了一遍 蜡笔小新那些事儿的微博视频  ,转发微博  ,蜡笔小新那些事儿,无,2020-03-23 19:07,2020/03/23 19:08:52,地铁,iPad Pro,0,0,0
IzXT4yeFN,6612302585,泪腺魔法师da,weibo.cn/6612302585/IzXT4yeFN,False,韩国N号房事件——韩国好乱好恐怖啊，财阀控制的社会好乱，韩国男的好恶心浆果儿事件——我们凭什么和🐔共同体你脑子被几把控制住了知道吗  ,//@Nobu军团进击中:为什么中国男孩也要跟着反对韩国政府公布名单呢？//@人间有味再寻欢 ://@驱逐bot :商场电梯地铁偷拍，厕所偷拍，酒店偷拍，总有一款适合你//@喵是哈士奇 :呵呵//@全村最聪慧 :天真国女不会以为这二十六万里面没有中国男人吧？我劝你在跟浆果儿割席之前先上黄网中国板块里面看看有没  ,全村最聪慧,无,2020-03-23 19:07,2020/03/23 19:08:52,地铁,HUAWEI nova 青春版,0,0,0
IzXT2e2l1,5152119498,可否多来一点小甜饼,weibo.cn/5152119498/IzXT2e2l1,True,青你2网传黑料🌚可太扯了看的我一直地铁老爷爷.jpg  ,/,/,无,2020-03-23 19:07,2020/03/23 19:08:52,地铁,人间冰阔落,0,0,0
IzXToEvHS,1252889544,我是一个陶,weibo.cn/1252889544/IzXToEvHS,False,韩国N号房事件——韩国好乱好恐怖啊，财阀控制的社会好乱，韩国男的好恶心浆果儿事件——我们凭什么和🐔共同体你脑子被几把控制住了知道吗  ,前一段时间推上还是非死不可上来着，外国女性都看不下去国蝻的偷拍专门成立了一个标题提醒姐妹们！//@驱逐bot:商场电梯地铁偷拍，厕所偷拍，酒店偷拍，总有一款适合你//@全村最聪慧 :天真国女不会以为这二十六万里面没有中国男人吧？我劝你在跟浆果儿割席之前先上黄网中国板块里面看看有没有你  ,全村最聪慧,无,2020-03-23 19:08,2020/03/23 19:09:25,地铁,iPhone客户端,0,0,0
IzXToEvg8,2124058471,是啊王其哟,weibo.cn/2124058471/IzXToEvg8,True,不该让你进入我的世界扰乱了那平静的心海毕竟美好而又虚幻怎么说呢及时止损吧很理智因为 早就知道这样的局面了没点心里准备真的白混了说是南柯一梦也不为过吧嗯 就这样准备出地铁吃饭，走起！——来自             乘坐广州死亡3号线地铁的浪漫主义者  原图 ,/,/,无,2020-03-23 19:08,2020/03/23 19:09:25,地铁,无,0,0,0
IzXTloMT6,3367271532,十一型凪,weibo.cn/3367271532/IzXTloMT6,True,姐姐家看起来像玩具的狗子在家久了连地铁都要不会坐了  [组图共2张] 原图 ,/,/,无,2020-03-23 19:08,2020/03/23 19:09:25,地铁,iPhone 7,0,0,0
IzXTloMdk,1494834764,玩豆,weibo.cn/1494834764/IzXTloMdk,True,地铁门口买花，支持本地经济复苏 深圳·梅林  显示地图 原图 ,/,/,无,2020-03-23 19:08,2020/03/23 19:09:25,地铁,HUAWEI P20 Pro,0,0,0
IzXTlmNap,2731609934,咖喱小孩,weibo.cn/2731609934/IzXTlmNap,True,#疫情期间的地铁安检# @西安地铁 三号线咸宁路站c口，乘客过安检，行李安检员连看都不看，一个在玩手，一个在玩手机。以前虽然一杯水都要检测觉得繁琐，但至少心里踏实有安全感，现在疫情期间虽说体温检测是重要的，但行李检测也同等重要不能松懈吧！@华商报 @西安晚报  原图 ,/,/,无,2020-03-23 19:08,2020/03/23 19:09:25,地铁,iPhone客户端,0,0,0
IzXTl9nxy,1957574901,保护野生派大星,weibo.cn/1957574901/IzXTl9nxy,True,骑行16km，回来实在有点累坐了4站地铁。。。虽然腿软但终于没有堵车晕车到窒息回家还能精神地做个饭。是时候拥有一个小电驴了。  ,/,/,无,2020-03-23 19:08,2020/03/23 19:09:25,地铁,坚果手机 R1,0,0,0
IzXTkfVLh,2673848310,老黄再也不熬夜了,weibo.cn/2673848310/IzXTkfVLh,True,讲ppt两小时熬夜火葬场 还被疯狂提问今天是被夸思路清晰有条理的小陈小陈差点一口气没上来嘎过去了开会困的不行了偷偷打盹被发现喝咖啡还撒一桌遇到好看的抹茶绿➕香芋紫地铁站我的老友记到了！我的快乐又回来了  [组图共6张] 原图 ,/,/,无,2020-03-23 19:08,2020/03/23 19:09:25,地铁,iPhone客户端,0,0,0
IzXTiq2F2,6310985498,mx95279527,weibo.cn/6310985498/IzXTiq2F2,False,"带口罩的三名中国人被白人种族主义者轰出地铁的时候, 同一车厢的人做出了什么反应 ？ 默认&制止 ？ 我翻译了这个结果让人非常意外的社会调查 👇🏼  云登_十尼贝格的微博视频 比利时·布鲁塞尔  ",转发微博  ,云登_十尼贝格,无,2020-03-23 19:08,2020/03/23 19:09:25,地铁,iPhone客户端,0,0,0
IzXTfeCG4,2345822094,御剑把酒听秋雨丶,weibo.cn/2345822094/IzXTfeCG4,True,#上海社区回应允许回沪洋女婿居家隔离#都坐下，基操，公不见上海地铁之事乎  ,/,/,无,2020-03-23 19:08,2020/03/23 19:09:25,地铁,微博搜索,0,0,1
IzXTFbcRE,2961630323,我今天举铁了没,weibo.cn/2961630323/IzXTFbcRE,True,开车上下班的日子并没有给我都市丽人的感觉反而觉得做个地铁上下班的社畜挺好  原图 ,/,/,无,2020-03-23 19:09,2020/03/23 19:10:04,地铁,1/4人格的iPhone 11,0,0,0
IzXTD90er,6327252689,恰很多也不長肉,weibo.cn/6327252689/IzXTD90er,False,老年相亲真的没有那么多花里胡哨 弄潮儿大总管的微博视频  ,地铁老头手机  ,弄潮儿大总管,无,2020-03-23 19:09,2020/03/23 19:10:04,地铁,HUAWEI P30,0,0,0
